Date,Close,Open,High,Low,Volume,Change %,Ticker,Daily_Return,Volatility_7D,MA_50,RSI,Future_Return,Target,Cluster
2015-12-07,116.21,117.5,117.89,115.67,1.16M,-2.65,OGDCL,-0.0264723129764598,0.018585576831677657,131.5304,14.28571428571432,-0.041476637122450644,-1,0
2015-12-08,114.56,114.7,116.6,113.25,1.56M,-1.42,OGDCL,-0.01419843386971853,0.01652047235404391,131.2768,14.208633093525222,-0.024092178770949713,-1,0
2015-12-10,115.16,115.75,116.45,115.0,639.80K,-0.54,OGDCL,-0.005354983589566431,0.014757365742743875,130.94539999999998,20.797720797720828,0.021795762417506026,1,0
2015-12-14,111.39,114.0,114.0,110.02,2.29M,-2.85,OGDCL,-0.028519099947671323,0.01428827307133376,130.3108,19.051761635493705,0.03366549959601395,1,0
2015-12-15,111.8,113.5,114.35,111.25,2.46M,0.37,OGDCL,0.0036807612891640584,0.014690370986209365,130.01940000000002,21.1385701676964,0.035867620751341756,1,0
2015-12-16,113.48,113.1,115.4,112.7,6.60M,1.5,OGDCL,0.015026833631484937,0.01494031263176388,129.6756,27.68506632434749,0.022030313711667304,1,0
2015-12-21,115.14,115.9,115.99,113.99,2.66M,-1.13,OGDCL,-0.011334363730036046,0.021090501917499564,128.5702,41.078474353353805,0.024665624457182567,1,0
2015-12-30,117.98,117.7,119.75,117.07,2.56M,0.62,OGDCL,0.006226012793177027,0.00787938153069278,126.4074,59.90730011587486,-0.0333107306323106,-1,0
2015-12-31,117.34,118.0,118.29,116.75,1.15M,-0.54,OGDCL,-0.005424648245465291,0.006939147063790448,125.99539999999999,54.67625899280576,-0.06536560422703253,-1,0
2016-01-01,117.86,118.0,118.49,116.75,1.01M,0.44,OGDCL,0.004431566388273467,0.0042815876212371415,125.583,58.14234016887818,-0.07746478873239437,-1,0
2016-01-04,115.73,118.6,119.0,115.25,1.86M,-1.81,OGDCL,-0.01807228915662651,0.008955618333717972,125.15,52.937946183415725,-0.08277888188023852,-1,0
2016-01-05,115.14,114.5,115.55,110.25,1.10M,-0.51,OGDCL,-0.00509807310118382,0.009110924623498941,124.7078,62.07340631036703,-0.08598228243877026,-1,0
2016-01-06,114.05,115.6,115.6,113.8,1.23M,-0.95,OGDCL,-0.009466736147298982,0.009313266763057935,124.26,56.940160394818015,-0.08689171416045594,-1,0
2016-01-07,109.67,111.0,111.98,109.4,3.37M,-3.84,OGDCL,-0.038404208680403285,0.015200063954162752,123.7558,39.92596509783183,-0.08279383605361534,-1,0
2016-01-08,108.73,110.2,110.81,108.36,1.28M,-0.86,OGDCL,-0.00857116804960334,0.013610360212930633,123.248,21.455938697318004,-0.09491400717373322,-1,0
2016-01-11,106.15,109.6,109.69,105.8,1.46M,-2.37,OGDCL,-0.02372850179343322,0.013998000929821041,122.6024,19.729888432178527,-0.09957607159679704,-1,0
2016-01-12,105.24,104.0,106.25,102.67,2.36M,-0.86,OGDCL,-0.00857277437588333,0.011817066736424558,121.9482,20.21660649819495,-0.06109844165716449,-1,0
2016-01-13,104.14,106.5,106.89,103.55,1.13M,-1.05,OGDCL,-0.010452299505891216,0.011943326788852779,121.3074,15.777126099706734,-0.05415786441328985,-1,0
2016-01-15,98.41,101.4,103.5,97.75,3.87M,-2.17,OGDCL,-0.021672134406998778,0.012260762010946967,119.7836,9.341155234657023,0.05202723300477596,1,0
2016-01-18,95.58,96.0,96.49,93.5,2.97M,-2.88,OGDCL,-0.028757240117874172,0.010342216523056244,118.92139999999999,5.171700455109644,0.10650763758108406,1,0
2016-01-19,98.81,96.4,99.9,94.8,2.74M,3.38,OGDCL,0.03379368068633615,0.02272368120059093,118.123,14.0607424071991,0.05778767331241763,1,0
2016-01-20,98.5,96.5,99.0,95.01,1.50M,-0.31,OGDCL,-0.003137334277907078,0.022488416239816345,117.3276,14.236902050113883,0.06852791878172582,1,0
2016-01-21,98.6,99.49,100.5,98.16,4.90M,0.1,OGDCL,0.0010152284263957867,0.022907229242000594,116.5932,12.847222222222214,0.10801217038539557,1,0
2016-01-22,103.53,101.1,103.53,100.26,3.08M,5.0,OGDCL,0.050000000000000044,0.03191245952348557,115.95720000000001,28.760445682451262,0.05505650536076501,1,2
2016-01-25,105.76,107.0,108.25,104.1,3.46M,2.15,OGDCL,0.021539650342895733,0.028912264142203357,115.36840000000001,34.55204216073783,0.03460665658093798,1,2
2016-01-27,105.25,106.5,107.18,105.0,1.75M,0.7,OGDCL,0.006984309223115215,0.022052494173403055,114.2616,41.77215189873418,0.0210926365795725,1,0
2016-02-03,107.47,104.8,107.99,104.2,1.98M,1.03,OGDCL,0.010341261633919352,0.020309637863017208,112.208,63.159908186687055,-0.04578021773518193,-1,0
2016-02-04,110.49,110.6,111.45,109.61,4.09M,2.81,OGDCL,0.02810086535777412,0.0212280652033369,111.90539999999999,72.3869532987398,-0.07720155670196405,-1,0
2016-02-08,108.42,108.98,110.9,108.12,2.48M,-1.87,OGDCL,-0.01873472712462665,0.023562625781463033,111.57619999999999,74.48512585812358,-0.032558568529791554,-1,0
2016-02-09,107.97,108.9,108.9,106.9,2.31M,-0.42,OGDCL,-0.00415052573325958,0.018386169070350247,111.2574,69.53924914675768,-0.035750671482819296,-1,0
2016-02-10,104.95,106.0,106.19,104.52,3.72M,-2.8,OGDCL,-0.02797073261091043,0.0208761937653766,110.8524,62.33269598470364,-0.0248689852310624,-1,0
2016-02-15,104.89,105.1,105.43,103.5,4.27M,2.87,OGDCL,0.028736759513534826,0.023269664827867815,109.81980000000001,48.24667472793228,-0.04919439412718085,-1,0
2016-02-19,100.2,102.02,102.02,99.02,3.28M,-2.39,OGDCL,-0.023867510959571403,0.01831970867953068,108.6172,31.288852051388304,0.07205588822355291,1,0
2016-02-22,99.73,100.7,100.7,98.7,2.11M,-0.47,OGDCL,-0.004690618762475007,0.01683283619887232,108.29620000000001,30.151577222449816,0.07339817507269619,1,0
2016-02-23,103.2,101.0,104.47,99.25,3.25M,3.48,OGDCL,0.03479394364784927,0.02219351957962441,108.057,43.61659283125252,0.06608527131782949,1,0
2016-02-24,103.45,102.2,104.89,102.1,3.81M,0.24,OGDCL,0.002422480620154932,0.018878737916482497,107.83279999999999,41.61801501251043,0.05674238762687289,1,0
2016-02-25,104.15,103.4,105.17,103.4,2.96M,0.68,OGDCL,0.006766553890768412,0.01893783555993385,107.68800000000002,35.36472760849496,0.05904944791166589,1,0
2016-02-26,107.42,105.5,107.9,105.0,5.42M,3.14,OGDCL,0.03139702352376372,0.02038735100035775,107.60040000000001,47.812773403324584,0.050363060882517185,1,0
2016-02-29,107.05,107.0,107.5,106.2,1.59M,-0.34,OGDCL,-0.003444423757214765,0.020747569628983806,107.47179999999999,47.98068481123792,0.08921064922933208,1,0
2016-03-01,110.02,107.6,110.95,107.6,4.88M,2.77,OGDCL,0.027744044838860393,0.01713989974348344,107.31880000000001,61.15266168059831,0.0653517542265043,1,0
2016-03-02,109.32,111.0,112.1,109.06,4.00M,-0.64,OGDCL,-0.006362479549172906,0.017445681147900592,107.176,66.09605325725153,0.06805708013172351,1,0
2016-03-03,110.3,110.29,111.89,110.01,2.23M,0.9,OGDCL,0.00896450786681302,0.01465839673246401,107.0792,69.46778711484593,0.06056210335448786,1,0
2016-03-04,112.83,110.58,113.25,110.19,4.19M,2.29,OGDCL,0.02293744333635539,0.015020943270181785,107.0196,68.88677450047572,0.03536293538952395,1,0
2016-03-08,117.21,119.0,119.5,116.25,4.03M,0.52,OGDCL,0.005231560891938214,0.015566461241694035,107.0476,82.53829321663017,-0.05033700196228985,-1,0
2016-03-09,116.76,116.0,117.0,115.1,1.97M,-0.38,OGDCL,-0.003839262861530468,0.01563502405199991,107.03779999999999,80.68725532840365,-0.026978417266187105,-1,0
2016-03-14,114.46,116.45,116.5,114.0,1.72M,-2.02,OGDCL,-0.02020202020202022,0.01775436705898674,106.9394,79.11065149948291,0.03468460597588696,1,0
2016-03-15,111.31,113.9,113.9,110.75,2.73M,-2.75,OGDCL,-0.02752053118993525,0.019610789640074306,106.851,67.67086330935251,0.06387566256401045,1,0
2016-03-16,113.61,111.42,113.99,111.42,4.04M,2.07,OGDCL,0.020663013206360548,0.016070809500983677,106.82039999999999,69.84060402684563,0.021476982659976995,1,0
2016-03-18,119.12,118.5,120.65,116.9,7.57M,2.56,OGDCL,0.025570383125268936,0.021159090403207605,107.05140000000002,73.47335667055623,-0.02610812625923442,-1,0
2016-03-21,118.43,118.01,119.45,117.0,1.77M,-0.58,OGDCL,-0.005792478173270665,0.021427123917047017,107.24539999999999,67.94707639778065,-0.029300008443806536,-1,0
2016-03-22,118.42,119.49,119.8,118.01,2.82M,-0.01,OGDCL,-8.443806467961501e-05,0.021399395671638913,107.4908,70.00879507475815,-0.0264313460564094,-1,0
2016-04-05,113.78,114.85,114.85,113.55,1.33M,-1.38,OGDCL,-0.013781745687787117,0.007361916359316827,110.1542,57.88130185067004,0.03418878537528558,1,0
2016-04-06,115.73,115.25,116.2,114.56,2.27M,1.71,OGDCL,0.017138337141852755,0.01058967277998333,110.3536,56.919060052219315,0.021515596647368795,1,0
2016-04-15,116.87,117.51,118.6,116.52,1.43M,-0.9,OGDCL,-0.008988382939031703,0.0055903926362481,111.73639999999999,54.079696394686884,0.021134593993325845,1,0
2016-04-18,115.43,115.0,115.75,114.03,1.74M,-1.23,OGDCL,-0.012321382732951136,0.007176233354206954,111.8352,52.150045745654225,0.03543272979294798,1,0
2016-04-19,116.57,115.5,117.28,115.5,1.53M,0.99,OGDCL,0.009876115394611418,0.008262082157401774,111.9982,55.45144804088581,0.037488204512310164,1,0
2016-04-20,116.71,116.6,117.45,115.5,1.74M,0.12,OGDCL,0.0012009951102343042,0.008264354902235737,112.17299999999999,60.29011786038077,0.08653928540827693,1,0
2016-04-21,118.75,119.25,122.0,118.0,10.95M,1.75,OGDCL,0.017479222003256023,0.010425691452564667,112.449,66.02017067494181,0.0953263157894737,1,0
2016-04-22,119.34,118.99,121.69,118.1,4.92M,0.5,OGDCL,0.004968421052631511,0.01044190119683199,112.78479999999999,65.59308719560096,0.1005530417295124,1,0
2016-04-25,119.52,119.25,120.0,118.25,1.88M,0.15,OGDCL,0.0015082956259426794,0.010305070250656556,113.13600000000001,75.3533568904594,0.07814591700133877,1,0
2016-04-26,120.94,120.1,124.7,119.0,10.05M,1.19,OGDCL,0.011880856760374758,0.009604562178861992,113.457,74.1427247451344,0.11352736894327764,1,0
2016-04-27,126.81,122.75,126.98,122.75,6.08M,4.85,OGDCL,0.048536464362493925,0.016466468517080085,113.911,82.54067584480605,0.06545225139973199,1,0
2016-04-28,130.07,128.5,131.49,128.5,6.33M,2.57,OGDCL,0.02570775175459339,0.016944318254462194,114.4656,85.26927138331577,0.09018220957945733,1,0
2016-04-29,131.34,132.5,132.6,130.75,4.92M,0.98,OGDCL,0.00976397324517575,0.015988634953284436,115.0394,86.10557768924306,0.06456525049489859,1,0
2016-05-02,128.86,130.78,130.78,128.46,1.78M,-1.89,OGDCL,-0.018882290239074062,0.020980254193895036,115.6126,75.74781408191446,0.10429923948471198,1,0
2016-05-03,134.67,128.0,135.3,127.65,11.41M,4.51,OGDCL,0.04508769206891183,0.024022083155293656,116.31139999999999,80.47424972211934,0.05004826613202651,1,0
2016-05-04,135.11,135.21,137.67,133.2,8.37M,0.33,OGDCL,0.003267245860251178,0.02383346169442411,116.9496,81.650700073692,0.04403819110354523,1,0
2016-05-10,141.41,140.75,142.0,140.01,1.86M,-0.63,OGDCL,-0.0062543921293043425,0.02758131740613385,119.81480000000002,84.88700564971747,0.03832826532777034,1,2
2016-05-11,141.06,142.8,142.99,140.5,1.33M,-0.25,OGDCL,-0.0024750724842655947,0.025221862378431673,120.4356,83.09107089884304,0.04161349780235368,1,2
2016-05-17,146.83,146.5,148.7,146.5,5.47M,1.51,OGDCL,0.015141039823008962,0.010952770110372741,123.00039999999998,80.49969530773919,-0.03861608663079763,-1,0
2016-05-18,146.93,147.9,148.25,146.4,940.20K,0.07,OGDCL,0.0006810597289381715,0.010042016978209563,123.59479999999999,78.42211732973702,-0.03062682910229364,-1,0
2016-05-19,145.11,146.06,146.49,144.51,2.25M,-1.24,OGDCL,-0.012386850881372036,0.011333972263522084,124.1618,72.79046673286993,-0.02005375232582196,-1,0
2016-05-23,143.71,144.73,144.85,143.3,1.13M,-0.67,OGDCL,-0.006704451202654171,0.010582306548426236,125.2536,69.38250428816467,-0.02560712546099786,-1,0
2016-05-31,139.44,140.78,141.8,139.0,1.96M,-0.42,OGDCL,-0.004213382846532943,0.01005417797784004,128.3494,45.52980132450331,0.027108433734939874,1,0
2016-06-01,140.2,139.0,140.8,137.99,1.31M,0.55,OGDCL,0.005450372920252411,0.01077717927247258,128.785,40.82733812949643,0.029814550641940052,1,0
2016-06-02,141.84,140.34,142.3,140.3,2.09M,1.17,OGDCL,0.011697574893010154,0.009997699944863762,129.3008,47.95686719636778,0.020657078398195194,1,0
2016-06-13,139.88,140.5,140.5,138.25,985.60K,-1.19,OGDCL,-0.011937557392102782,0.012897334165519381,133.1482,46.50655021834063,0.027881040892193454,1,0
2016-06-15,147.26,148.99,148.99,145.0,6.04M,3.41,OGDCL,0.034129213483145904,0.01858272373350102,134.3512,60.45454545454541,-0.035651229118565775,-1,0
2016-06-17,142.97,144.5,144.5,142.1,1.35M,-1.15,OGDCL,-0.011545907079645978,0.020684929650267476,135.441,55.76470588235292,-0.05008043645520033,-1,0
2016-06-20,143.78,145.5,145.6,143.5,1.83M,0.57,OGDCL,0.005665524235853647,0.020808537863972226,135.97979999999998,58.43701399688957,-0.07233273056057865,-1,0
2016-06-21,143.46,144.0,144.0,142.8,636.90K,-0.22,OGDCL,-0.0022256224787869927,0.01866152887818244,136.4956,56.4477848101266,-0.047260560434964405,-1,0
2016-06-23,141.94,141.4,142.6,140.8,1.36M,-0.05,OGDCL,-0.0004929230335891654,0.017094374472585733,137.45159999999998,46.90677966101694,-0.02726504156685927,-1,0
2016-06-24,135.81,139.8,139.8,134.85,6.32M,-4.32,OGDCL,-0.04318726222347469,0.01605895065219742,137.8304,39.22749822820698,0.03041013180178176,1,0
2016-06-27,133.38,135.05,135.5,132.95,1.82M,-1.79,OGDCL,-0.017892644135188873,0.01606571053110316,138.1894,33.21964529331515,0.05757984705353136,1,0
2016-06-28,136.68,133.5,138.0,133.0,1.18M,2.47,OGDCL,0.024741340530814337,0.021081449504807663,138.5916,37.762237762237795,0.05992098331870066,1,0
2016-06-29,139.75,138.0,140.0,137.7,1.48M,2.25,OGDCL,0.022461223295288324,0.023478413982178942,139.0524,42.64792032806091,0.040930232558139545,1,0
2016-06-30,138.07,140.75,141.2,137.55,1.55M,-1.2,OGDCL,-0.012021466905187905,0.02365914935707501,139.43880000000001,44.63519313304721,0.05323386687911924,1,0
2016-07-04,139.94,138.75,140.4,138.27,1.03M,1.35,OGDCL,0.013543854566524294,0.024517137930384746,139.8508,50.091463414634156,0.039874231813634475,1,2
2016-07-11,141.06,137.8,142.95,136.8,3.60M,0.8,OGDCL,0.008003430041446435,0.024803320548623966,140.2816,47.866242038216555,0.027647809442790328,1,2
